weekday;date;nr1asc;nr2asc;nr3asc;nr4asc;nr5asc;nr6asc;additionalNr;six;currency1;rateSix;fiveAddNr;currency2;rateFiveAddNr;five;currency3;rateFive;fourAddNr;currency4;rateFourAddNr;nr1;nr2;nr3;nr4;nr5;nr6;four;currency5;rateFour;threeAddNr;currency6;rateThreeAddNr;three;currency7;rateThree;nrOfAddNr;currency8;rateAddNr;
Sunday;07.09.2014;1;11;29;36;39;45;21;3JP;EUR;3426928,60;8;EUR;24339,30;147;EUR;1445,00;459;EUR;138,80;39;1;45;11;29;36;7429;EUR;47,60;11406;EUR;13,90;122171;EUR;5,20;382464;EUR;1,20;
Wednesday;10.09.2014;2;4;15;29;31;39;30;1;EUR;5011665,70;6;EUR;36316,80;263;EUR;903,80;443;EUR;160,90;29;39;4;2;31;15;8594;EUR;46,10;10862;EUR;16,40;138020;EUR;5,10;407632;EUR;1,20;
Sunday;14.09.2014;12;13;21;32;37;40;30;JP; ;918172,00;4;EUR;31562,10;76;EUR;1812,10;254;EUR;162,60;12;37;32;13;21;40;4289;EUR;53,50;6186;EUR;16,60;74933;EUR;5,50;233110;EUR;1,20;
Wednesday;17.09.2014;2;7;10;17;23;41;40;2JP; ;1981555,10;1;EUR;146215,10;156;EUR;1022,40;323;EUR;148,10;23;41;7;17;2;10;6945;EUR;38,20;7630;EUR;15,60;106329;EUR;4,50;260207;EUR;1,20;
Sunday;21.09.2014;8;13;17;24;25;29;23;3JP; ;3367284,50;1;EUR;190537,70;129;EUR;1611,30;365;EUR;170,80;25;17;24;29;8;13;7768;EUR;44,50;9964;EUR;15,60;124868;EUR;5,00;365503;EUR;1,20;
Wednesday;24.09.2014;9;21;22;23;36;37;42;4JP; ;4883704,60;5;EUR;41701,50;178;EUR;1277,80;405;EUR;168,40;9;21;37;36;22;23;7420;EUR;51,00;10411;EUR;16,30;129031;EUR;5,30;374601;EUR;1,20;
Sunday;28.09.2014;7;15;20;22;23;37;13;2;EUR;3456374,30;4;EUR;69748,30;181;EUR;1681,50;552;EUR;165,40;23;22;7;20;37;15;10229;EUR;49,50;14276;EUR;15,90;172867;EUR;5,30;531930;EUR;1,20;
Wednesday;01.10.2014;10;17;32;36;40;41;21;1;EUR;1000000,00;2;EUR;55526,70;69;EUR;1755,70;252;EUR;144,20;10;36;40;17;41;32;3811;EUR;52,90;6232;EUR;14,50;64988;EUR;5,60;224483;EUR;1,20;
Sunday;05.10.2014;8;23;30;32;38;40;19;JP;;940649,90;4;EUR;32334,80;95;EUR;1485,20;259;EUR;163,40;8;23;40;32;38;30;4717;EUR;49,80;6468;EUR;16,30;77311;EUR;5,50;267937;EUR;1,20;
Wednesday;08.10.2014;10;13;20;26;29;43;38;2JP;;1985614,20;1;EUR;143682,50;118;EUR;1328,30;298;EUR;157,70;26;10;43;20;13;29;5396;EUR;48,40;6962;EUR;16,80;92506;EUR;5,10;248552;EUR;1,20;
Sunday;12.10.2014;1;2;27;38;39;45;34;1;EUR;3372238,20;3;EUR;63553,50;144;EUR;1444,30;324;EUR;192,50;2;45;38;39;1;27;6956;EUR;49,80;8974;EUR;17,30;119704;EUR;5,20;344390;EUR;1,20;
Wednesday;15.10.2014;4;5;27;29;30;36;9;JP;;768604,90;2;EUR;52841,50;74;EUR;1557,90;254;EUR;136,10;5;30;27;4;36;29;3874;EUR;49,60;6812;EUR;12,60;66240;EUR;5,20;216683;EUR;1,20;
Sunday;19.10.2014;7;9;20;25;30;32;21;1;EUR;1939892,00;4;EUR;40262,90;108;EUR;1626,70;324;EUR;162,60;9;20;25;32;7;30;6346;EUR;46,10;8784;EUR;15,00;103189;EUR;5,10;317517;EUR;1,20;
Wednesday;22.10.2014;10;15;30;32;37;40;2;1;EUR;1000000,00;1;EUR;102279,50;91;EUR;1226,10;198;EUR;169,00;37;10;40;30;15;32;3810;EUR;48,80;5010;EUR;16,70;61783;EUR;5,40;212275;EUR;1,20;
Sunday;26.10.2014;3;4;6;12;29;39;34;JP;;881042,20;2;EUR;60571,60;131;EUR;1008,80;249;EUR;159,20;12;39;4;29;3;6;5972;EUR;36,80;5904;EUR;16,70;93094;EUR;4,20;212137;EUR;1,20;
Wednesday;29.10.2014;2;9;11;23;25;29;15;2JP;;1891165,60;4;EUR;34722,90;145;EUR;1044,90;351;EUR;129,50;25;2;29;11;9;23;6847;EUR;36,80;8384;EUR;13,50;99867;EUR;4,50;255895;EUR;1,20;
Sunday;02.11.2014;17;29;30;38;43;45;21;1;EUR;3201429,20;2;EUR;90080,60;142;EUR;1384,00;368;EUR;160,20;29;17;30;38;45;43;6397;EUR;51,20;9424;EUR;15,60;108588;EUR;5,40;366308;EUR;1,20;
Wednesday;05.11.2014;13;17;19;28;30;44;6;JP;;788860,10;1;EUR;108468,20;80;EUR;1479,10;267;EUR;132,90;17;30;13;44;19;28;4272;EUR;46,10;6578;EUR;13,40;69260;EUR;5,10;215980;EUR;1,20;
Sunday;09.11.2014;4;5;13;17;27;40;32;2JP;;2019426,10;5;EUR;33840,50;196;EUR;941,70;375;EUR;147,60;27;40;13;4;17;5;8463;EUR;36,30;9276;EUR;14,90;124211;EUR;4,40;296229;EUR;1,20;
Wednesday;12.11.2014;3;10;18;29;37;39;22;1;EUR;3319513,60;7;EUR;25537,40;162;EUR;1203,70;371;EUR;157,60;18;39;10;37;29;3;6859;EUR;47,30;9581;EUR;15,20;114386;EUR;5,10;345706;EUR;1,20;
Sunday;16.11.2014;16;23;36;39;40;43;22;JP;;943948,50;2;EUR;64896,40;99;EUR;1430,20;251;EUR;169,20;16;43;36;40;23;39;4609;EUR;51,20;5993;EUR;17,70;78837;EUR;5,40;264691;EUR;1,20;
Wednesday;19.11.2014;6;12;21;38;42;45;31;2;EUR;1000440,40;2;EUR;72664,00;146;EUR;1085,80;316;EUR;150,50;45;38;6;42;12;21;5864;EUR;45,00;6992;EUR;17,00;92990;EUR;5,10;256800;EUR;1,20;
Sunday;23.11.2014;7;14;19;26;28;43;4;JP;;909430,00;4;EUR;31261,60;126;EUR;1082,60;346;EUR;118,20;28;26;19;43;14;7;5532;EUR;41,00;8350;EUR;12,20;87569;EUR;4,60;240801;EUR;1,20;
Wednesday;26.11.2014;7;31;32;39;41;44;17;2JP;;1942375,40;3;EUR;47343,30;98;EUR;1581,00;284;EUR;163,60;41;32;44;39;31;7;4885;EUR;52,80;7851;EUR;14,80;82898;EUR;5,60;286988;EUR;1,20;
Sunday;30.11.2014;1;8;28;33;34;42;40;1;EUR;3350408,70;3;EUR;64534,80;184;EUR;1147,80;376;EUR;168,50;42;8;33;34;28;1;7747;EUR;45,40;9689;EUR;16,30;122194;EUR;5,20;353513;EUR;1,20;
Wednesday;03.12.2014;10;23;30;37;41;42;32;JP;EUR;785361,50;1;EUR;107987,20;69;EUR;1707,30;199;EUR;177,50;41;30;23;37;42;10;3630;EUR;54,00;5061;EUR;17,40;60842;EUR;5,80;191495;EUR;1,20;
Sunday;07.12.2014;1;2;4;6;24;25;45;1;EUR;2010898,80;5;EUR;33702,20;203;EUR;905,50;398;EUR;138,50;4;25;6;1;24;2;9836;EUR;31,10;9112;EUR;15,10;116456;EUR;4,70;307685;EUR;1,20;
Wednesday;10.12.2014;4;5;13;32;40;41;28;JP;;741198,30;JP;;101914,70;81;EUR;1372,50;236;EUR;141,30;32;4;40;41;5;13;3699;EUR;50,00;5643;EUR;14,70;61453;EUR;5,40;197515;EUR;1,20;
Sunday;14.12.2014;3;13;32;35;40;44;4;2JP;EUR;1972944,20;11;EUR;24661,80;159;EUR;1162,00;324;EUR;171,00;40;32;44;35;3;13;6689;EUR;46,00;8356;EUR;16,50;105256;EUR;5,20;355631;EUR;1,20;
Wednesday;17.12.2014;15;19;23;24;26;45;9;3JP;EUR;3288200,60;5;EUR;36169,50;146;EUR;1351,20;388;EUR;152,50;24;45;19;26;15;23;6651;EUR;49,40;10471;EUR;14,10;111762;EUR;5,30;374646;EUR;1,20;
Sunday;21.12.2014;4;11;17;35;38;45;23;4JP;EUR;5071207,20;6;EUR;40860,50;212;EUR;1261,50;549;EUR;146,10;4;38;35;17;11;45;9589;EUR;46,40;13484;EUR;14,80;155674;EUR;5,10;463756;EUR;1,20;
Wednesday;24.12.2014;3;4;5;12;29;42;1;5JP;EUR;7503681,30;4;EUR;83616,20;248;EUR;1471,20;830;EUR;131,80;4;3;12;29;42;5;13903;EUR;43,70;22318;EUR;12,20;226301;EUR;4,80;612401;EUR;1,20;
Sunday;28.12.2014;1;3;8;21;24;31;27;2;EUR;4948360,30;8;EUR;41130,30;347;EUR;1034,40;766;EUR;140,50;8;24;3;21;31;1;14026;EUR;42,60;19175;EUR;14,00;220280;EUR;4,90;670208;EUR;1,20;
Wednesday;31.12.2014;4;7;16;20;22;44;11;JP;EUR;1117423,10;4;EUR;38411,40;137;EUR;1223,40;426;EUR;118,00;20;22;4;44;16;7;6353;EUR;43,90;10078;EUR;12,40;102197;EUR;4,90;305233;EUR;1,20;
Sunday;04.01.2015;5;18;31;34;42;45;9;2JP;;2336713,30;3;EUR;55884,10;117;EUR;1563,10;365;EUR;150,30;42;18;5;31;34;45;5698;EUR;53,40;8684;EUR;15,70;95113;EUR;5,80;371784;EUR;1,20;
Wednesday;07.01.2015;1;17;22;28;37;42;16;3JP; ;3653984,00;4;EUR;45281,10;139;EUR;1421,50;348;EUR;170,30;1;28;17;22;42;37;6610;EUR;49,80;8490;EUR;17,40;109527;EUR;5,40;354151;EUR;1,20;
Sunday;11.01.2015;2;8;13;16;25;39;38;3;EUR;1815381,60;5;EUR;49284,40;168;EUR;1600,10;633;EUR;127,40;13;2;8;16;25;39;10051;EUR;44,50;11991;EUR;16,80;160773;EUR;5,00;441387;EUR;1,20;
Wednesday;14.01.2015;9;13;24;28;33;40;18;JP; ;856535,30;4;EUR;29443,40;111;EUR;1157,40;264;EUR;146,00;33;40;24;28;13;9;4938;EUR;43,30;6145;EUR;15,60;77825;EUR;4,90;204571;EUR;1,20;
Sunday;18.01.2015;10;13;26;28;36;44;33;2JP; ;2147676,90;3;EUR;59177,30;159;EUR;1218,00;365;EUR;159,10;44;13;36;26;28;10;7171;EUR;45,00;9652;EUR;15,00;113116;EUR;5,10;337554;EUR;1,20;
Wednesday;21.01.2015;6;10;11;12;17;21;23;3JP;;3479318,20;10;EUR;18310,00;218;EUR;916,20;468;EUR;128,00;17;10;21;6;12;11;9529;EUR;34,90;11590;EUR;12,90;139120;EUR;4,30;332543;EUR;1,20;
Sunday;25.01.2015;14;31;34;36;41;42;21;4JP;;5244729,60;4;EUR;60686,00;170;EUR;1557,70;479;EUR;165,80;36;41;34;14;42;31;8362;EUR;52,70;12047;EUR;16,40;138496;EUR;5,70;499497;EUR;1,20;
Wednesday;28.01.2015;8;10;12;21;26;36;43;3;EUR;2477620,10;8;EUR;37608,40;299;EUR;1097,70;690;EUR;142,70;10;36;12;21;8;26;13423;EUR;40,70;16073;EUR;15,30;209020;EUR;4,70;562698;EUR;1,20;
Sunday;01.02.2015;3;5;23;28;30;45;35;JP; ;988875,50;2;EUR;67985,10;113;EUR;1312,60;263;EUR;169,10;3;45;30;23;5;28;5812;EUR;42,50;7009;EUR;15,80;93930;EUR;4,70;233235;EUR;1,20;
Wednesday;04.02.2015;10;17;19;27;28;30;42;2;EUR;1072726,00;JP; ;159029,20;162;EUR;1070,90;348;EUR;149,50;10;30;28;27;19;17;7469;EUR;38,70;8396;EUR;15,40;114512;EUR;4,50;276437;EUR;1,20;
Sunday;08.02.2015;2;15;19;23;31;42;24;JP; ;986086,20;1;EUR;294616,10;97;EUR;1524,80;226;EUR;196,30;2;42;19;23;15;31;4976;EUR;49,50;6364;EUR;17,40;82057;EUR;5,40;255333;EUR;1,20;
Wednesday;11.02.2015;8;12;18;19;35;37;32;2JP;;2113211,30;4;EUR;38744,90;115;EUR;1470,10;313;EUR;162,00;37;35;18;12;8;19;5656;EUR;49,80;7518;EUR;16,80;93760;EUR;5,40;281104;EUR;1,20;
Sunday;15.02.2015;5;9;14;26;36;38;19;1;EUR;3585579,60;4;EUR;50612,60;166;EUR;1330,40;384;EUR;172,50;14;9;36;5;26;38;8311;EUR;44,20;11012;EUR;15,00;130456;EUR;5,10;392581;EUR;1,20;
Wednesday;18.02.2015;9;12;14;20;25;27;34;JP;;779299,30;JP;;107153,60;92;EUR;1270,50;191;EUR;183,60;25;9;27;12;14;20;4463;EUR;43,60;5390;EUR;16,20;71316;EUR;4,90;183636;EUR;1,20;
Sunday;22.02.2015;2;13;16;17;20;22;3;1;EUR;2011181,30;2;EUR;138268,70;137;EUR;1348,70;363;EUR;152,70;2;22;13;17;20;16;6218;EUR;49,50;9659;EUR;14,30;107753;EUR;5,10;349820;EUR;1,20;
Wednesday;25.02.2015;2;5;12;18;22;44;6;JP;;790187,70;3;EUR;36216,90;113;EUR;1048,90;284;EUR;125,20;18;44;12;5;2;22;4761;EUR;41,40;7278;EUR;12,20;73698;EUR;4,80;216469;EUR;1,20;
Sunday;01.03.2015;4;5;8;18;26;42;28;1;EUR;2065533,00;6;EUR;29226,60;184;EUR;1039,60;519;EUR;110,50;26;8;18;5;42;4;7784;EUR;40,90;11519;EUR;12,40;119914;EUR;4,80;335193;EUR;1,20;
Wednesday;04.03.2015;4;20;22;28;32;38;43;JP;;783341,10;1;EUR;107709,40;62;EUR;1895,10;208;EUR;169,40;20;28;22;38;32;4;4045;EUR;48,40;5077;EUR;17,30;67705;EUR;5,20;205240;EUR;1,20;
Sunday;08.03.2015;6;13;16;31;43;44;45;2;EUR;998582,30;12;EUR;13908,30;124;EUR;1468,30;317;EUR;172,30;31;13;6;44;16;43;5918;EUR;51,20;8215;EUR;16,60;99229;EUR;5,50;312466;EUR;1,20;
Wednesday;11.03.2015;3;5;6;14;17;39;32;JP;;783268,10;2;EUR;53849,60;92;EUR;1277,00;210;EUR;167,80;14;6;17;3;5;39;5307;EUR;36,80;5460;EUR;16,10;83592;EUR;4,20;182038;EUR;1,20;
Sunday;15.03.2015;2;7;10;33;35;38;9;2JP;EUR;2018141,70;3;EUR;56598,30;146;EUR;1268,70;299;EUR;185,80;7;33;35;2;38;10;6509;EUR;47,40;9180;EUR;15,10;109352;EUR;5,10;355670;EUR;1,20;
Wednesday;18.03.2015;7;10;18;21;32;45;35;4;EUR;812588,70;8;EUR;21178,60;160;EUR;1155,10;431;EUR;128,60;10;7;18;21;45;32;6951;EUR;44,30;9082;EUR;15,20;110276;EUR;5,00;293502;EUR;1,20;
Sunday;22.03.2015;3;4;11;27;28;45;21;1;EUR;1000000,00;3;EUR;41143,10;119;EUR;1131,50;351;EUR;115,00;28;11;3;45;27;4;5980;EUR;37,50;8232;EUR;12,20;91286;EUR;4,40;226994;EUR;1,20;
Wednesday;25.03.2015;2;14;17;30;33;41;13;1;EUR;1000000,00;1;EUR;100574,50;89;EUR;1232,70;200;EUR;164,50;2;41;30;33;17;14;4043;EUR;45,20;5077;EUR;16,20;62747;EUR;5,20;198107;EUR;1,20;
Sunday;29.03.2015;4;14;18;20;28;33;2;JP; ;866083,60;5;EUR;23817,30;101;EUR;1286,20;265;EUR;147,00;18;4;33;20;14;28;4978;EUR;43,40;6817;EUR;14,20;78357;EUR;5,00;233431;EUR;1,20;
Wednesday;01.04.2015;12;24;26;29;31;33;39;2JP;;1864221,90;2;EUR;68622,00;95;EUR;1576,00;255;EUR;176,10;31;12;29;33;24;26;4950;EUR;50,40;6855;EUR;16,30;85642;EUR;5,20;252326;EUR;1,20;
Sunday;05.04.2015;7;10;16;21;23;28;18;1;EUR;3309743,20;4;EUR;49689,70;195;EUR;1111,90;530;EUR;122,70;7;16;23;21;28;10;9427;EUR;38,30;11276;EUR;14,40;146394;EUR;4,40;354483;EUR;1,20;
Wednesday;08.04.2015;1;2;4;5;13;22;30;1;EUR;1000000,00;3;EUR;32612,80;152;EUR;702,10;253;EUR;126,50;22;13;2;1;5;4;6943;EUR;25,60;5751;EUR;13,90;75990;EUR;4,20;169837;EUR;1,20;
Sunday;12.04.2015;17;26;29;30;43;44;6;JP;;883204,70;3;EUR;40480,20;73;EUR;1814,80;230;EUR;172,80;44;43;17;29;30;26;4554;EUR;48,40;6278;EUR;15,80;75392;EUR;5,30;256742;EUR;1,20;
Wednesday;15.04.2015;4;5;13;26;38;43;24;2JP;;1872748,00;4;EUR;34015,50;110;EUR;1349,30;300;EUR;148,40;26;5;43;38;13;4;5516;EUR;44,80;7099;EUR;15,60;89175;EUR;5,00;249082;EUR;1,20;
Sunday;19.04.2015;3;6;7;9;20;37;30;3JP; ;3221783,70;8;EUR;23186,50;157;EUR;1288,80;433;EUR;140,20;20;9;37;3;7;6;8814;EUR;38,20;11158;EUR;13,60;134894;EUR;4,50;324919;EUR;1,20;
Wednesday;22.04.2015;3;9;12;27;33;34;39;4JP;;4698078,30;8;EUR;25373,80;207;EUR;1069,70;619;EUR;107,30;3;33;27;12;34;9;9683;EUR;38,10;12754;EUR;13,00;144031;EUR;4,60;368051;EUR;1,20;
Sunday;26.04.2015;6;13;29;34;35;40;41;5JP; ;6727498,50;1;EUR;279045,20;198;EUR;1537,40;497;EUR;183,70;35;6;34;29;40;13;9612;EUR;52,70;13113;EUR;17,40;164812;EUR;5,50;506925;EUR;1,20;
Wednesday;29.04.2015;12;17;26;27;29;39;13;3;EUR;3334522,10;10;EUR;45045,90;421;EUR;1167,20;1.093;EUR;134,80;39;12;17;27;26;29;20656;EUR;39,60;26908;EUR;13,60;320928;EUR;4,60;842784;EUR;1,20;
Sunday;03.05.2015;1;8;13;27;37;42;26;JP;;889275,00;JP;EUR;122275,30;108;EUR;1235,10;230;EUR;173,90;42;13;27;37;8;1;4718;EUR;47,10;5826;EUR;17,10;78144;EUR;5,10;248670;EUR;1,20;
Wednesday;06.05.2015;5;10;20;33;36;37;41;2JP;EUR;2008363,90;1;EUR;276150,00;170;EUR;987,40;319;EUR;157,80;10;36;20;5;37;33;6093;EUR;45,90;7511;EUR;16,70;97315;EUR;5,20;272417;EUR;1,20;
Sunday;10.05.2015;2;23;26;30;35;44;41;3JP;;3459933,00;6;EUR;33265,10;155;EUR;1404,70;383;EUR;170,50;44;26;2;23;35;30;7258;EUR;49,90;9677;EUR;16,80;120007;EUR;5,40;359705;EUR;1,20;
Wednesday;13.05.2015;1;2;20;23;40;45;33;1;EUR;5052523,50;3;EUR;72994;160;EUR;1493,00;9.158;EUR;43,40;40;45;2;23;20;1;9158;EUR;43,40;12164;EUR;14,70;136372;EUR;5,20;424869;EUR;1,20;
Sunday;17.05.2015;4;5;12;15;35;43;44;JP; ;901244,40;1;EUR;123921,10;62;EUR;2180,40;204;EUR;198,80;35;5;43;4;15;12;4901;EUR;45,90;5804;EUR;17,40;83243;EUR;4,80;216014;EUR;1,20;
Wednesday;20.05.2015;5;6;12;22;32;45;9;2;EUR;1000131,90;4;EUR;37778,70;147;EUR;1121,40;525;EUR;94,20;32;22;5;6;45;12;6456;EUR;42,50;10061;EUR;12,20;101432;EUR;4,90;306729;EUR;1,20;
Sunday;24.05.2015;5;8;9;21;24;32;2;JP;;923391,40;2;EUR;63483,10;146;EUR;948,60;371;EUR;112,00;5;24;21;9;8;32;5798;EUR;39,80;8365;EUR;12,40;92839;EUR;4,50;236205;EUR;1,20;
Wednesday;27.05.2015;16;21;25;33;36;38;13;2JP;;1915609,50;JP;EUR;136429,90;108;EUR;1378,00;265;EUR;168,40;16;25;36;33;21;38;4883;EUR;50,70;6765;EUR;16,50;80893;EUR;5,50;274153;EUR;1,20;
Sunday;31.05.2015;7;11;22;35;43;44;10;1;EUR;3321691,10;5;EUR;65953,20;162;EUR;1301,90;410;EUR;154,30;43;22;44;11;35;7;7866;EUR;44,60;10059;EUR;15,70;124052;EUR;5,10;403763;EUR;1,20;
Wednesday;03.06.2015;8;10;17;33;36;45;38;JP; ;834267,00;3;EUR;38237,20;79;EUR;1584,00;207;EUR;181,30;33;45;17;36;10;8;4904;EUR;42,50;5799;EUR;16,10;76734;EUR;4,90;190615;EUR;1,20;
Sunday;07.06.2015;1;4;8;12;23;24;21;1;EUR;1884252,30;5;EUR;28874,50;222;EUR;709,40;444;EUR;106,40;8;4;1;23;24;12;8201;EUR;32,00;9434;EUR;12,50;108877;EUR;4,30;285004;EUR;1,20;
Wednesday;10.06.2015;5;9;19;24;34;43;41;JP;;747520,50;3;EUR;34261,30;109;EUR;1028,60;235;EUR;143,10;5;19;43;34;24;9;4611;EUR;40,50;5161;EUR;16,20;71241;EUR;4,70;176309;EUR;1,20;
Sunday;14.06.2015;18;27;28;33;37;42;17;2JP;;1861906,00;4;EUR;38307,00;106;EUR;1576,90;343;EUR;146,20;28;33;18;27;42;37;5920;EUR;47,00;8852;EUR;14,10;92829;EUR;5,40;309724;EUR;1,20;
Wednesday;17.06.2015;3;16;23;33;39;43;32;1;EUR;3095490,70;3;EUR;56539,20;231;EUR;801,00;386;EUR;143,80;39;43;23;3;16;33;9723;EUR;31,70;8828;EUR;15,70;118765;EUR;4,70;303087;EUR;1,20;
Sunday;21.06.2015;14;21;25;37;39;43;1;JP;;895240,20;2;EUR;61547,70;79;EUR;1699,80;216;EUR;186,50;37;25;14;43;39;21;4239;EUR;52,70;5320;EUR;18,90;70370;EUR;5,70;258339;EUR;1,20;
Wednesday;24.06.2015;5;6;14;19;28;31;35;4;EUR;480638,40;1;EUR;141255,50;149;EUR;1034,20;240;EUR;192,60;5;6;19;28;14;31;6685;EUR;38,40;6651;EUR;17,30;98645;EUR;4,70;250893;EUR;1,20;
Sunday;28.06.2015;6;13;22;26;33;44;2;2;EUR;500000,00;4;EUR;29866,80;148;EUR;880,50;323;EUR;121,00;26;13;33;22;6;44;5560;EUR;39,00;7351;EUR;13,20;80386;EUR;4,80;232706;EUR;1,20;
Wednesday;01.07.2015;22;23;26;30;35;42;19;JP;;770257,90;1;EUR;105910,40;72;EUR;1604,70;177;EUR;195,80;35;23;22;26;30;42;3622;EUR;53,10;4662;EUR;18,50;60864;EUR;5,70;221261;EUR;1,20;
Sunday;05.07.2015;16;20;25;27;35;36;26;DJP; ;1880116,30;5;EUR;30521,10;103;EUR;1616,20;305;EUR;163,70;35;16;36;20;27;25;5403;EUR;51,30;7147;EUR;17,40;88890;EUR;5,60;312977;EUR;1,20;
Wednesday;08.07.2015;1;4;8;11;38;39;16;1;EUR;3062246,40;5;EUR;32508,50;158;EUR;1122,20;365;EUR;145,70;8;39;38;4;1;11;6665;EUR;44,30;9085;EUR;14,60;108787;EUR;4,90;297681;EUR;1,20;
Sunday;12.07.2015;2;3;12;20;21;25;26;JP;;869132,50;2;EUR;59752,80;127;EUR;1026,50;286;EUR;136,70;20;21;3;25;12;2;5241;EUR;41,40;6600;EUR;14,80;83067;EUR;4,70;236017;EUR;1,20;
Wednesday;15.07.2015;3;15;17;25;28;33;1;2JP;;1889495,70;3;EUR;46766,60;155;EUR;987,40;309;EUR;148,50;25;33;28;17;3;15;6662;EUR;38,20;8114;EUR;14,10;98908;EUR;4,60;266653;EUR;1,20;
Sunday;19.07.2015;1;4;18;28;40;43;37;1;EUR;3184127,60;4;EUR;44502,90;155;EUR;1252,80;331;EUR;176,00;40;1;43;28;4;18;6774;EUR;47,70;8279;EUR;17,50;112636;EUR;5,20;304095;EUR;1,20;
Wednesday;22.07.2015;6;11;22;30;38;43;13;1;EUR;1000000,00;2;EUR;49032,80;77;EUR;1389,30;196;EUR;163,70;11;38;6;43;22;30;3626;EUR;49,10;5188;EUR;15,40;60133;EUR;5,30;193413;EUR;1,20;
Sunday;26.07.2015;2;3;7;11;28;34;35;JP; ;836710,10;2;EUR;57523,80;122;EUR;1028,70;259;EUR;145,30;11;34;28;3;2;7;5818;EUR;35,90;5764;EUR;16,30;88950;EUR;4,20;197273;EUR;1,20;
Wednesday;29.07.2015;2;11;15;20;30;44;3;2JP; ;1825059,80;3;EUR;45299,30;122;EUR;1215,10;299;EUR;148,70;2;15;11;30;44;20;5669;EUR;43,50;8021;EUR;13,80;86564;EUR;5,10;294871;EUR;1,20;
Sunday;02.08.2015;2;5;22;25;33;39;28;3JP;;3173615,80;5;EUR;37085,20;159;EUR;1272,20;383;EUR;158,40;5;22;33;25;2;39;7366;EUR;45,70;9800;EUR;15,40;120453;EUR;5,00;364489;EUR;1,20;
Wednesday;05.08.2015;11;15;24;32;35;40;38;4JP;;4692047,60;9;EUR;23198,20;207;EUR;1100,30;351;EUR;194,60;15;24;32;11;35;40;8591;EUR;44,10;9921;EUR;17,20;131317;EUR;5,20;374448;EUR;1,20;
Sunday;09.08.2015;1;9;26;30;36;38;13;5JP;;6757324,10;7;EUR;40567,90;234;EUR;1323,80;573;EUR;162,10;1;26;38;36;30;9;10407;EUR;49,60;14874;EUR;15,60;174185;EUR;5,30;551625;EUR;1,20;
Wednesday;12.08.2015;7;24;30;35;38;39;36;1;EUR;9643151,70;7;EUR;56685,90;246;EUR;1759,60;767;EUR;169,30;30;39;7;24;38;35;14126;EUR;51,00;18941;EUR;17,10;236766;EUR;5,50;715202;EUR;1,20;
Sunday;16.08.2015;1;2;12;28;32;34;13;JP;;824800,40;3;EUR;37803,30;67;EUR;1846,50;228;EUR;162,70;1;28;32;12;2;34;4091;EUR;50,40;5775;EUR;16,00;70516;EUR;5,20;224566;EUR;1,20;
Wednesday;19.08.2015;6;10;12;23;24;36;11;2JP;;1904047,70;2;EUR;74198,20;132;EUR;1226,40;378;EUR;128,40;12;23;6;24;10;36;7515;EUR;35,90;8828;EUR;13,70;101172;EUR;4,80;309405;EUR;1,20;
Sunday;23.08.2015;12;27;29;34;36;40;22;1;EUR;3290920,10;4;EUR;47673,70;144;EUR;1444,60;411;EUR;151,80;36;40;27;29;34;12;6866;EUR;50,40;9747;EUR;16,00;114922;EUR;5,40;369915;EUR;1,20;
Wednesday;26.08.2015;3;7;19;23;24;34;16;1;EUR;1000000,00;2;EUR;53006,30;110;EUR;1051,30;259;EUR;133,90;3;19;24;23;7;34;4770;EUR;40,40;6148;EUR;14,10;75918;EUR;4,50;197270;EUR;1,20;
Sunday;30.08.2015;13;14;15;29;37;45;33;JP;;879166,40;1;EUR;120885,30;91;EUR;1449,10;256;EUR;154,50;29;13;14;37;15;45;4368;EUR;50,30;6442;EUR;15,30;69431;EUR;5,70;230798;EUR;1,20;
Wednesday;02.09.2015;8;12;17;24;43;45;36;2JP;EUR;1957890,10;3;EUR;49441,50;113;EUR;1431,90;351;EUR;138,20;12;8;45;43;24;17;5862;EUR;46,00;7727;EUR;15,70;98181;EUR;4,90;254377;EUR;1,20;
Sunday;06.09.2015;9;20;26;29;41;42;6;1;EUR;3402298,70;5;EUR;39721,20;154;EUR;1406,80;443;EUR;146,70;9;29;20;41;42;26;7564;EUR;47,70;11169;EUR;14,50;124836;EUR;5,20;398705;EUR;1,20;
Wednesday;09.09.2015;5;6;10;15;24;40;23;1;EUR;1000000,00;4;EUR;26628,60;103;EUR;1128,10;252;EUR;138,30;15;24;5;10;40;6;5060;EUR;38,20;6358;EUR;13,70;76652;EUR;4,50;195240;EUR;1,20;
Sunday;13.09.2015;6;10;13;33;36;42;11;2;EUR;500000,00;4;EUR;30612,60;115;EUR;1161,50;283;EUR;141,60;13;6;36;42;33;10;5151;EUR;43,20;6577;EUR;15,20;79256;EUR;5,00;263108;EUR;1,20;
Wednesday;16.09.2015;1;13;20;29;43;44;36;JP; ;741553,20;2;EUR;50981,70;64;EUR;1738,00;151;EUR;220,90;43;13;29;1;44;20;3418;EUR;54,20;4299;EUR;19,40;59637;EUR;5,60;180582;EUR;1,20;
Sunday;20.09.2015;9;15;26;32;41;44;38;1;EUR;1904020,30;2;EUR;79713,30;127;EUR;1369,40;350;EUR;149,00;32;26;9;44;15;41;6090;EUR;47,50;8134;EUR;16,00;100270;EUR;5,20;280970;EUR;1,20;
