weekday;date;nr1asc;nr2asc;nr3asc;nr4asc;nr5asc;nr6asc;additionalNr;six;currency1;rateSix;fiveAddNr;currency2;rateFiveAddNr;five;currency3;rateFive;fourAddNr;currency4;rateFourAddNr;nr1;nr2;nr3;nr4;nr5;nr6;four;currency5;rateFour;threeAddNr;currency6;rateThreeAddNr;three;currency7;rateThree;nrOfAddNr;currency8;rateAddNr;
Sunday;05.8.2012;1;5;19;21;38;39;15;3JP;;3141585,00;4;EUR;46024,50;168;EUR;1195,40;416;EUR;168,90;39;5;1;19;21;38;7582;EUR;43,70;10426;EUR;15,40;128813;EUR;4,50;377764;EUR;1,10;
Wednesday;08.8.2012;2;5;17;19;37;45;36;4JP;;4777585,00;5;EUR;44989,90;210;EUR;1168,50;482;EUR;178,10;5;19;37;17;45;2;10617;EUR;38,10;12255;EUR;16,00;163438;EUR;4,40;446878;EUR;1,10;
Sunday;12.8.2012;12;29;30;35;37;44;36;5JP;;6872503,70;3;EUR;96017,10;211;EUR;1489,20;559;EUR;196,70;30;37;35;44;29;12;10417;EUR;49,70;14082;EUR;17,80;180814;EUR;5,00;579448;EUR;1,10;
Wednesday;15.8.2012;3;9;14;33;41;44;6;1;EUR;9437932,50;13;EUR;27134,30;338;EUR;1138,50;940;EUR;143,20;3;9;14;33;44;41;16468;EUR;38,50;21635;EUR;14,20;256192;EUR;4,40;748674;EUR;1,10;
Sunday;19.8.2012;4;13;15;30;36;38;26;JP;;899601,40;2;EUR;61847,50;90;EUR;1499,30;263;EUR;179,50;36;15;4;38;30;13;4482;EUR;49,60;7266;EUR;14,80;77403;EUR;5,10;268920;EUR;1,10;
Wednesday;22.8.2012;1;16;25;30;38;44;31;1;EUR;1954336,70;3;EUR;48342,00;112;EUR;1412,50;239;EUR;231,60;16;30;1;25;38;44;5240;EUR;49,80;6563;EUR;19,20;88551;EUR;5,20;288879;EUR;1,10;
Sunday;26.8.2012;8;18;23;24;29;37;6;JP;;877525,40;2;EUR;60329,80;78;EUR;1687,50;257;EUR;179,20;8;24;29;23;18;37;4519;EUR;48,00;6946;EUR;15,10;76956;EUR;5,00;274477;EUR;1,10;
Wednesday;29.8.2012;13;23;31;37;40;45;2;2JP;;1915070,20;6;EUR;23777,00;114;EUR;1365,10;256;EUR;212,70;45;31;37;40;23;13;5335;EUR;48,10;7267;EUR;17,10;89466;EUR;5,10;326965;EUR;1,10;
Sunday;02.9.2012;7;24;27;40;43;44;13;3JP;;3345723,80;4;EUR;49178,70;163;EUR;1316,50;462;EUR;162,50;40;43;44;27;24;7;7965;EUR;44,40;11981;EUR;14,30;135363;EUR;4,60;398511;EUR;1,10;
Wednesday;05.9.2012;9;15;19;27;30;33;37;2;EUR;2476013,70;3;EUR;73622,20;205;EUR;1175,30;527;EUR;160,00;15;33;9;19;30;27;11628;EUR;34,10;12037;EUR;16,00;168222;EUR;4,20;402792;EUR;1,10;
Sunday;09.9.2012;1;5;18;24;39;40;45;JP;;902162,10;0;;124047,20;103;EUR;1313,80;278;EUR;170,30;5;1;40;18;39;24;4646;EUR;48,00;6584;EUR;16,40;81019;EUR;4,80;240124;EUR;1,10;
Wednesday;12.9.2012;4;10;16;17;27;39;25;2JP;;2006411,00;5;EUR;55176,30;183;EUR;905,10;366;EUR;158,30;17;10;16;4;27;39;8021;EUR;34,00;8917;EUR;14,80;121007;EUR;4,00;287292;EUR;1,10;
Sunday;16.9.2012;19;26;27;30;31;43;6;3JP;;3435327,60;2;EUR;98238,00;165;EUR;1299,00;387;EUR;193,80;19;43;31;26;27;30;7720;EUR;45,80;11428;EUR;15,00;129305;EUR;4,80;431976;EUR;1,10;
Wednesday;19.9.2012;9;19;23;26;27;32;31;4JP;;5066424,60;5;EUR;44855,10;203;EUR;1205,20;489;EUR;175,10;23;32;9;26;27;19;10451;EUR;38,60;12575;;15,50;167582;EUR;4,20;430192;EUR;1,10;
Sunday;23.9.2012;8;13;14;17;32;41;21;1;EUR;7205587,00;3;EUR;98044,90;224;EUR;1432,40;804;EUR;139,60;8;13;32;41;14;17;12366;EUR;42,80;19553;EUR;13,10;201536;EUR;4,60;627134;EUR;1,10;
Wednesday;26.9.2012;6;10;37;40;41;42;44;JP;;750928,20;2;EUR;51626,30;72;EUR;1564,40;204;EUR;193,20;41;42;10;40;37;6;3886;EUR;47,80;6470;EUR;13,90;62934;EUR;5,20;204328;EUR;1,10;
Sunday;30.9.2012;14;22;31;36;37;39;6;2JP;;1968006,00;3;EUR;55782,70;127;EUR;1437,40;315;EUR;202,80;37;22;39;36;14;31;6493;EUR;46,30;8707;EUR;16,70;104732;EUR;5,10;398143;EUR;1,10;
Wednesday;03.10.2012;28;30;34;38;42;43;45;3JP;;3266088,70;4;EUR;44621,50;134;EUR;1453,00;424;EUR;160,70;43;42;34;38;30;28;6810;EUR;47,10;9890;EUR;15,70;115525;EUR;4,90;366481;EUR;1,10;
Sunday;07.10.2012;8;16;33;35;42;44;29;4JP;;5015435,50;10;EUR;24053,50;241;EUR;1088,80;667;EUR;137,60;16;8;42;44;35;33;10856;EUR;39,80;14496;EUR;14,40;166360;EUR;4,60;515910;EUR;1,10;
Wednesday;10.10.2012;14;20;24;28;30;39;9;5JP;;7085828,40;2;EUR;142339,50;218;EUR;1424,50;694;EUR;156,60;24;30;14;28;20;39;11712;EUR;43,70;17611;EUR;14,10;190521;EUR;4,70;655294;EUR;1,10;
Sunday;14.10.2012;8;12;20;22;24;40;41;4;EUR;2499764,50;9;EUR;44507,60;484;EUR;902,80;856;EUR;178,60;12;8;24;40;22;20;19414;EUR;37,10;21562;EUR;16,20;297289;EUR;4,30;807376;EUR;1,10;
Wednesday;17.10.2012;7;13;18;25;33;44;41;JP;;781732,60;7;EUR;15355,40;108;EUR;1085,70;271;EUR;151,40;44;33;7;13;18;25;4801;EUR;40,20;5983;EUR;15,60;75179;EUR;4,50;205174;EUR;1,10;
Sunday;21.10.2012;2;3;5;10;14;43;32;1;EUR;2016447,10;3;EUR;56591,00;176;EUR;1052,30;367;EUR;176,60;14;3;43;2;10;5;8140;EUR;37,50;9762;EUR;15,10;134885;EUR;4,00;329847;EUR;1,10;
Wednesday;24.10.2012;2;25;29;31;34;42;35;JP;;754346,10;2;EUR;51861,20;70;EUR;1616,40;162;EUR;244,40;34;2;42;25;29;31;3568;EUR;52,30;4419;EUR;20,40;62388;EUR;5,30;208161;EUR;1,10;
Sunday;28.10.2012;1;24;27;28;42;43;3;1;EUR;1862179,50;1;EUR;152327,00;138;EUR;1204,10;317;EUR;183,40;1;42;28;24;27;43;5863;EUR;46,70;8772;EUR;15,10;97709;EUR;4,90;349341;EUR;1,10;
Wednesday;31.10.2012;5;9;32;33;41;45;14;JP;;796884,50;1;EUR;109571,60;92;EUR;1299,20;303;EUR;138,00;45;33;9;41;32;5;4733;EUR;41,60;6538;EUR;14,60;77674;EUR;4,50;214021;EUR;1,10;
Sunday;04.11.2012;2;31;32;35;40;43;10;1;EUR;1930700,10;7;EUR;22271,30;105;EUR;1619,70;280;EUR;212,50;31;32;40;43;2;35;5408;EUR;51,80;8365;EUR;16,20;93654;EUR;5,30;365182;EUR;1,10;
Wednesday;07.11.2012;13;14;20;23;26;34;39;1;EUR;1000000,00;7;EUR;15244,00;79;EUR;1473,50;301;EUR;135,30;26;23;13;14;34;20;4221;EUR;45,50;5896;EUR;15,70;70832;EUR;4,80;218937;EUR;1,10;
Sunday;11.11.2012;2;10;14;20;33;35;11;1;EUR;100000,00;2;EUR;62286,90;149;EUR;912,00;360;EUR;132,10;33;10;20;2;14;35;5853;EUR;38,30;7728;EUR;14,00;88828;EUR;4,40;297874;EUR;1,10;
Wednesday;14.11.2012;6;16;27;30;35;36;12;JP;;739273,40;4;EUR;25412,50;92;EUR;1205,30;271;EUR;143,20;6;27;30;35;16;36;4247;EUR;43,00;7065;EUR;12,50;68887;EUR;4,70;224509;EUR;1,10;
Sunday;18.11.2012;5;21;22;29;32;41;9;1;EUR;1908958,70;7;EUR;22975,90;160;EUR;1096,50;580;EUR;105,80;21;22;41;32;5;29;7362;EUR;39,30;11757;EUR;11,90;114772;EUR;4,40;363949;EUR;1,10;
Wednesday;21.11.2012;10;12;16;20;30;33;43;JP;;734163,30;6;EUR;16824,50;112;EUR;983,20;269;EUR;143,20;33;10;20;16;30;12;5373;EUR;33,80;5519;EUR;15,90;78376;EUR;4,10;201398;EUR;1,10;
Sunday;25.11.2012;5;7;16;21;24;28;2;1;EUR;1902960,90;4;EUR;40177,40;207;EUR;846,90;526;EUR;116,60;24;21;28;16;7;5;8146;EUR;35,50;11543;EUR;12,10;127600;EUR;4,00;323159;EUR;1,10;
Wednesday;28.11.2012;4;9;10;18;28;34;26;JP;;746507,70;1;EUR;102644,80;112;EUR;999,70;301;EUR;130,20;10;9;28;18;4;34;5052;EUR;36,50;7054;EUR;12,60;78356;EUR;4,10;213074;EUR;1,10;
Sunday;02.12.2012;8;28;34;35;41;44;6;2 JP;;1937637,50;3;EUR;54593,40;115;EUR;1553,60;336;EUR;186,10;44;34;28;41;35;8;6326;EUR;46,60;8276;EUR;17,20;107419;EUR;4,80;382594;EUR;1,10;
Wednesday;05.12.2012;5;6;18;19;26;42;28;3 JP;;3172474,80;6;EUR;28298,30;147;EUR;1260,00;418;EUR;155,00;18;6;19;26;42;5;7732;EUR;39,50;10539;EUR;14,00;124093;EUR;4,30;359675;EUR;1,10;
Sunday;09.12.2012;8;11;15;20;23;30;5;2;EUR;2356415,40;9;EUR;23533,20;253;EUR;913,20;767;EUR;105,40;30;23;8;20;11;15;10678;EUR;35,70;16476;EUR;11,20;156371;EUR;4,30;459726;EUR;1,10;
Wednesday;12.12.2012;17;20;22;23;27;35;4;1;EUR;1000000,00;3;EUR;35292,60;98;EUR;1178,60;263;EUR;153,70;27;22;17;20;35;23;4668;EUR;40,80;6341;EUR;14,50;74855;EUR;4,50;230988;EUR;1,10;
Sunday;16.12.2012;6;12;17;24;27;30;44;1;EUR;1000000,00;2;EUR;62570,10;146;EUR;935,00;286;EUR;167,00;12;24;6;27;17;30;7541;EUR;29,80;7097;EUR;15,30;100658;EUR;3,90;238909;EUR;1,10;
Wednesday;19.12.2012;5;7;15;17;25;31;24;JP;;775634,50;2;EUR;53324,80;134;EUR;868,20;284;EUR;143,30;7;25;17;15;31;5;5687;EUR;33,70;6742;EUR;13,80;83975;EUR;4,00;215058;EUR;1,10;
Sunday;23.12.2012;7;8;9;17;23;43;25;2 JP;;2083103,00;4;EUR;44944,20;185;EUR;1060,10;397;EUR;172,90;7;23;17;9;8;43;8616;EUR;37,50;11026;EUR;14,20;139807;EUR;4,10;334664;EUR;1,10;
Wednesday;26.12.2012;8;16;24;27;39;40;29;3 JP;;2953521,90;4;EUR;29920,60;160;EUR;816,00;340;EUR;134,40;8;40;27;39;16;24;6412;EUR;33,50;7571;EUR;13,70;87806;EUR;4,30;246141;EUR;1,10;
Sunday;30.12.2012;3;5;17;21;25;43;35;1;EUR;4694128,10;8;EUR;29916,60;245;EUR;1065,60;687;EUR;133,00;43;25;17;5;3;21;12673;EUR;33,90;14909;EUR;14,00;185917;EUR;4,10;463662;EUR;1,10;
Wednesday;02.01.2013;11;15;34;36;40;43;5;1;EUR;1000000,00;JP; ;109913,20;76;EUR;1577,70;252;EUR;166,50;11;15;40;43;36;34;3960;EUR;49,90;5869;EUR;16,30;67929;EUR;5,10;268304;EUR;1,10;
Sunday;06.01.2013;7;15;21;28;35;39;34;2;EUR;500000,00;6;EUR;39649,30;182;EUR;767,10;264;EUR;185,00;15;35;21;7;39;28;8209;EUR;28,00;7200;EUR;15,50;97161;EUR;4,20;246724;EUR;1,10;
Wednesday;09.01.2013;11;12;22;28;34;45;3;JP;;758238,50;5;EUR;20851,50;78;EUR;1458,10;301;EUR;132,20;22;45;12;34;28;11;4122;EUR;45,50;7187;EUR;12,60;71881;EUR;4,60;242093;EUR;1,10;
Sunday;13.01.2013;11;16;17;18;27;36;20;2JP;;1955142,40;3;EUR;54858,00;136;EUR;1320,10;372;EUR;168,90;17;16;11;36;18;27;7262;EUR;40,70;9020;EUR;15,90;117374;EUR;4,40;334138;EUR;1,10;
Wednesday;16.01.2013;20;23;26;27;36;42;10;1;EUR;3217460,20;8;EUR;21696,00;119;EUR;1591,10;380;EUR;174,30;23;26;36;20;27;42;6459;EUR;48,30;10411;EUR;14,50;112038;EUR;4,90;383047;EUR;1,10;
Sunday;20.01.2013;4;8;27;34;36;44;40;1;EUR;1000000,00;6;EUR;20103,00;101;EUR;1302,80;240;EUR;191,80;4;36;8;34;27;44;5279;EUR;41,10;7013;EUR;15,00;85639;EUR;4,50;234341;EUR;1,10;
Wednesday;23.01.2013;4;20;30;32;40;41;44;JP; ;731048,50;2;EUR;50259,50;82;EUR;1337,20;187;EUR;205,20;32;41;4;30;20;40;4358;EUR;41,50;5410;EUR;16,20;65989;EUR;4,80;195794;EUR;1,10;
Sunday;27.01.2013;11;16;26;35;36;39;2;1;EUR;1879743,00;5;EUR;31589,00;162;EUR;1063,60;446;EUR;135,20;35;26;16;36;39;11;7293;EUR;38,90;9643;EUR;14,20;112753;EUR;4,40;349686;EUR;1,10;
Wednesday;30.01.2013;1;15;20;32;35;45;43;1;EUR;1000000,00;1;EUR;100415,10;85;EUR;1288,70;203;EUR;188,80;32;15;45;35;1;20;4211;EUR;42,90;5009;EUR;17,40;67205;EUR;4,70;205446;EUR;1,10;
Sunday;03.02.2013;4;13;16;19;29;38;35;1;EUR;1000000,00;2;EUR;63229,20;130;EUR;1061,10;246;EUR;196,20;4;38;13;29;19;16;5961;EUR;38,10;6399;EUR;17,20;91454;EUR;4,40;249856;EUR;1,10;
Wednesday;06.02.2013;7;9;10;11;18;45;12;JP;;721087,30;5;EUR;19829,90;128;EUR;845,00;467;EUR;81,00;11;18;9;10;7;45;5089;EUR;35,00;7009;EUR;12,30;77676;EUR;4,00;207687;EUR;1,10;
Sunday;10.02.2013;9;10;31;42;44;45;6;2JP;;1885496,40;6;EUR;26684,30;113;EUR;1545,60;327;EUR;186,90;45;44;42;9;31;10;5955;EUR;48,30;9101;EUR;15,30;102783;EUR;4,90;353657;EUR;1,10;
Wednesday;13.02.2013;1;7;20;34;35;44;42;3JP;;3108064,20;2;EUR;84051,50;132;EUR;1389,20;284;EUR;226,00;7;34;1;35;20;44;6597;EUR;45,80;8269;EUR;17,70;108497;EUR;4,90;330003;EUR;1,10;
Sunday;17.02.2013;4;14;21;38;41;42;43;1;EUR;4784043,30;5;EUR;46089,40;205;EUR;1226,30;457;EUR;192,50;41;4;42;38;14;21;9489;EUR;43,70;11801;EUR;17,00;155874;EUR;4,70;469762;EUR;1,10;
Wednesday;20.02.2013;4;7;13;31;34;41;20;JP;;760580,30;JP;EUR;104579,70;97;EUR;1176,10;257;EUR;155,30;41;7;31;4;34;13;4435;EUR;42,40;5860;EUR;15,50;71923;EUR;4,60;215842;EUR;1,10;
Sunday;24.02.2013;12;13;25;27;30;45;42;2JP;;1946692,30;2;EUR;133835,00;132;EUR;1347,80;326;EUR;191,00;25;27;12;13;45;30;6731;EUR;43,60;8295;EUR;17,10;112527;EUR;4,60;322475;EUR;1,10;
Wednesday;27.02.2013;7;9;12;27;28;39;25;1;;3228804,50;5;EUR;35258,00;186;EUR;1033,90;450;EUR;149,50;39;9;27;28;7;12;9803;EUR;32,30;11045;EUR;13,90;146762;EUR;3,80;328744;EUR;1,10;
Sunday;03.03.2013;11;16;20;31;40;43;6;JP;;935788,60;3;EUR;42890,30;117;EUR;1199,70;283;EUR;173,60;43;11;16;20;31;40;4871;EUR;47,50;8297;EUR;13,50;82793;EUR;4,90;296949;EUR;1,10;
Wednesday;06.03.2013;3;15;18;22;27;28;25;1;EUR;2021878,60;5;EUR;29867,40;152;EUR;1071,70;377;EUR;151,20;3;27;18;22;28;15;7354;EUR;36,50;8712;EUR;14,90;115623;EUR;4,10;284956;EUR;1,10;
Sunday;10.03.2013;16;24;25;26;27;44;12;1;EUR;1000000,00;5;EUR;25007,80;109;EUR;1251,40;254;EUR;187,90;44;26;24;25;16;27;5086;EUR;44,20;6944;EUR;15,70;83353;EUR;4,80;272361;EUR;1,10;
Wednesday;13.03.2013;11;24;31;38;41;43;21;JP;;765890,50;4;EUR;26327,40;85;EUR;1351,50;275;EUR;146,20;24;41;38;43;11;31;3753;EUR;50,50;6244;EUR;14,70;63519;EUR;5,30;236951;EUR;1,10;
Sunday;17.03.2013;2;8;11;13;29;31;24;1;EUR;1942933,80;1;EUR;161843,40;165;EUR;1070,00;384;EUR;160,90;29;8;11;13;31;2;7841;EUR;37,10;9959;EUR;14,10;121927;EUR;4,20;323720;EUR;1,10;
Wednesday;20.03.2013;1;6;21;23;40;41;3;2;EUR;500000,00;1;EUR;99843,10;72;EUR;1512,70;236;EUR;161,50;6;21;40;23;1;41;4019;EUR;44,70;6329;EUR;13,70;66116;EUR;4,80;238831;EUR;1,10;
Sunday;24.03.2013;14;21;35;39;42;44;12;JP; ;876190,50;1;EUR;120476,10;104;EUR;1263,70;270;EUR;170,30;39;21;35;42;44;14;6552;EUR;33,00;6214;EUR;16,90;79561;EUR;4,80;288261;EUR;1,10;
Wednesday;27.03.2013;2;9;16;22;24;43;23;2JP; ;1857877,20;JP;EUR;134981,90;112;EUR;1314,70;271;EUR;190,10;24;9;43;2;22;16;5879;EUR;41,30;7642;EUR;15,40;96473;EUR;4,40;280743;EUR;1,10;
Sunday;31.03.2013;5;8;21;23;24;38;3;3JP; ;3302312,80;5;EUR;66718,30;222;EUR;975,90;583;EUR;130,00;38;8;23;24;5;21;8952;EUR;39,90;13335;EUR;12,90;142184;EUR;4,40;450987;EUR;1,10;
Wednesday;03.04.2013;4;16;19;21;30;35;39;1;EUR;4752644,80;1;EUR;199420,60;176;EUR;1236,00;444;EUR;171,40;4;16;19;30;21;35;8303;EUR;43,20;11291;EUR;15,40;136254;EUR;4,60;410209;EUR;1,10;
Sunday;07.04.2013;2;10;16;37;43;44;20;JP; ;930369,70;1;EUR;127925,80;78;EUR;1789,10;244;EUR;200,10;37;44;16;2;43;10;4536;EUR;50,70;6764;EUR;16,50;80346;EUR;5,00;257379;EUR;1,10;
Wednesday;10.04.2013;10;14;15;16;25;42;17;2JP; ;2004616,20;4;EUR;36927,20;111;EUR;1451,60;302;EUR;186,70;16;14;15;42;10;25;5202;EUR;51,10;7786;EUR;16,50;94909;EUR;4,90;350976;EUR;1,10;
Sunday;14.04.2013;3;9;10;11;13;41;37;1;EUR;3443325,00;9;EUR;21980,20;178;EUR;1212,30;445;EUR;169,70;13;41;9;3;10;11;10040;EUR;35,40;10723;EUR;16,10;159500;EUR;3,90;363856;EUR;1,10;
Wednesday;17.04.2013;6;16;22;25;30;38;40;JP;;724522,30;2;EUR;49810,90;94;EUR;1156,10;241;EUR;157,80;30;38;25;22;6;16;3973;EUR;45,10;5260;EUR;16,50;64354;EUR;4,90;196014;EUR;1,10;
Sunday;21.04.2013;3;19;26;40;43;45;30;1;EUR;1890897,70;3;EUR;53458,80;159;EUR;1100,30;366;EUR;167,30;40;43;26;45;3;19;6929;EUR;41,60;9206;EUR;15,20;117330;EUR;4,30;316782;EUR;1,10;
Wednesday;24.04.2013;25;26;27;28;37;43;33;JP;;715719,30;2;EUR;49205,70;109;EUR;984,90;183;EUR;205,30;27;26;37;25;43;28;4157;EUR;42,60;4930;EUR;17,40;61447;EUR;5,10;216201;EUR;1,10;
Sunday;28.04.2013;11;12;14;27;34;44;6;2;EUR;926126,30;6;EUR;26045,50;128;EUR;1331,80;374;EUR;159,90;34;14;27;11;44;12;6706;EUR;41,90;9523;EUR;14,30;109730;EUR;4,50;337975;EUR;1,10;
Wednesday;01.05.2013;3;4;6;11;35;45;32;1;EUR;1000000,00;2;EUR;46094,00;85;EUR;1183,10;191;EUR;184,20;4;3;35;6;45;11;4263;EUR;38,90;4680;EUR;17,10;72063;EUR;4,00;176413;EUR;1,10;
Sunday;05.05.2013;1;2;9;19;27;43;5;1;EUR;1000000,00;10;EUR;12383,90;152;EUR;888,80;530;EUR;89,20;43;19;1;27;2;9;6459;EUR;34,50;11001;EUR;9,80;96045;EUR;4,10;272369;EUR;1,10;
Wednesday;08.05.2013;1;5;11;15;39;45;19;2;EUR;500000,00;5;EUR;20387,50;113;EUR;984,10;369;EUR;105,40;39;1;5;15;11;45;4994;EUR;36,70;7728;EUR;11,50;76847;EUR;4,20;208314;EUR;1,10;
Sunday;12.05.2013;12;21;28;29;32;40;30;JP;;831941,80;3;EUR;38130,60;128;EUR;974,90;228;EUR;191,50;28;12;29;32;21;40;5362;EUR;38,40;6372;EUR;15,60;81919;EUR;4,40;228280;EUR;1,10;
Wednesday;15.05.2013;6;22;27;36;42;43;7;1;EUR;1802986,40;6;EUR;22253,10;136;EUR;1071,00;334;EUR;152,60;6;42;43;22;36;27;5854;EUR;41,00;8176;EUR;14,20;91580;EUR;4,60;316701;EUR;1,10;
Sunday;19.05.2013;17;27;28;30;39;41;45;1;EUR;1000000,00;3;EUR;40142,60;119;EUR;1103,90;280;EUR;164,20;30;28;39;27;41;17;5605;EUR;38,60;6793;EUR;15,40;89390;EUR;4,30;239360;EUR;1,10;
Wednesday;22.05.2013;1;10;17;20;26;41;19;JP;;695623,80;3;EUR;31882,70;94;EUR;1110,00;255;EUR;143,20;1;10;20;41;26;17;4192;EUR;41,00;5529;EUR;15,00;70055;EUR;4,30;206186;EUR;1,10;
Sunday;26.05.2013;8;10;12;38;39;45;2;2JP;;1791468,00;4;EUR;37669,60;129;EUR;1274,20;322;EUR;178,60;8;39;12;10;38;45;5746;EUR;47,20;9048;EUR;14,50;101599;EUR;4,70;310550;EUR;1,10;
Wednesday;29.05.2013;7;11;14;32;36;39;13;3JP;;3016430,30;2;EUR;84216,10;162;EUR;1134,20;305;EUR;210,80;11;7;14;32;39;36;7143;EUR;42,40;9215;EUR;15,90;116571;EUR;4,60;356411;EUR;1,10;
Sunday;02.06.2013;7;17;28;33;36;45;43;4JP;;4565230,10;7;EUR;30422,80;223;EUR;1041,70;585;EUR;138,90;33;17;45;7;36;28;10219;EUR;37,50;13293;EUR;13,90;155379;EUR;4,30;409845;EUR;1,10;
Wednesday;05.06.2013;1;18;20;26;33;36;12;5JP;;6560850,50;4;EUR;68599,40;206;EUR;1453,10;567;EUR;184,70;20;33;36;18;1;26;10395;EUR;47,50;15125;EUR;15,80;178805;EUR;4,90;593322;EUR;1,10;
Sunday;09.06.2013;1;22;27;33;40;44;12;1;EUR;9231788,80;10;EUR;36725,40;341;EUR;1174,80;844;EUR;166,10;22;33;1;44;27;40;16387;EUR;40,30;21246;EUR;15,00;255729;EUR;4,50;786369;EUR;1,10;
Wednesday;12.06.2013;2;6;13;23;27;39;26;1;EUR;1000000,00;JP;EUR;104956,60;168;EUR;681,50;276;EUR;145,10;13;6;23;39;27;2;5272;EUR;35,80;6562;EUR;13,90;80620;EUR;4,10;219246;EUR;1,10;
Sunday;16.06.2013;1;4;8;28;34;43;22;JP;;913701,00;3;EUR;76863,40;98;EUR;1398,50;308;EUR;155,70;8;4;28;1;43;34;5162;EUR;43,80;8017;EUR;13,60;87762;EUR;4,50;258463;EUR;1,10;
Wednesday;19.06.2013;10;16;19;25;31;40;36;2;EUR;939237,50;3;EUR;44218,80;111;EUR;1303,70;272;EUR;186,20;10;40;31;25;19;16;5747;EUR;41,50;6650;EUR;17,40;92464;EUR;4,50;257842;EUR;1,10;
Sunday;23.06.2013;1;31;37;40;42;45;36;1;EUR;1000000,00;2;EUR;60324,70;90;EUR;1462,40;220;EUR;209,30;37;42;31;1;45;40;4441;EUR;48,90;5890;EUR;17,80;74975;EUR;5,10;239529;EUR;1,10;
Wednesday;26.06.2013;1;13;17;30;31;33;18;JP;;726535,30;2;EUR;49949,30;105;EUR;1037,90;199;EUR;191,60;33;13;31;1;17;30;4428;EUR;40,60;5168;EUR;16,80;71313;EUR;4,40;197898;EUR;1,10;
Sunday;30.06.2013;16;17;21;28;40;42;2;2JP;;1888758,70;2;EUR;79902,80;125;EUR;1394,60;360;EUR;169,40;21;42;17;28;40;16;6890;EUR;41,70;9415;EUR;14,80;115152;EUR;4,40;344152;EUR;1,10;
Wednesday;03.07.2013;2;3;20;22;38;41;14;3JP;;3120044,10;4;EUR;42325,40;131;EUR;1409,80;386;EUR;167,40;22;41;38;2;3;20;6864;EUR;44,30;9536;EUR;15,40;114482;EUR;4,70;339968;EUR;1,10;
Sunday;07.07.2013;12;16;17;19;31;32;36;1;EUR;4742836,40;5;EUR;44626,70;180;EUR;1352,30;435;EUR;195,80;31;19;17;32;16;12;8552;EUR;46,90;11671;EUR;16,60;149225;EUR;4,70;433126;EUR;1,10;
Wednesday;10.07.2013;11;17;23;38;40;45;41;JP;;736997,80;1;EUR;101337,20;79;EUR;1399,30;181;EUR;213,70;11;40;45;17;23;38;3847;EUR;47,40;5376;EUR;16,40;66970;EUR;4,80;188995;EUR;1,10;
Sunday;14.07.2013;1;2;6;16;20;25;42;2JP;;1912182,70;3;EUR;53862,60;150;EUR;1175,10;306;EUR;201,60;25;1;20;16;2;6;7542;EUR;38,50;8329;EUR;16,90;119940;EUR;4,30;325767;EUR;1,10;
Wednesday;17.07.2013;20;21;24;43;44;45;41;3JP;;3137804,40;4;EUR;42130,70;136;EUR;1351,70;338;EUR;190,30;21;43;44;24;45;20;6231;EUR;48,60;10248;EUR;14,30;105847;EUR;5,00;332811;EUR;1,10;
Sunday;21.07.2013;9;10;14;16;18;36;4;2;EUR;2372576,90;2;EUR;110505,20;171;EUR;1409,90;557;EUR;151,50;14;10;16;18;9;36;9085;EUR;43,70;14031;EUR;13,70;150393;EUR;4,70;459653;EUR;1,10;
Wednesday;24.07.2013;7;10;16;32;33;39;13;1;EUR;1000000,00;2;EUR;49840,60;102;EUR;1066,10;210;EUR;181,20;16;7;10;33;39;32;4130;EUR;43,40;5657;EUR;15,30;70018;EUR;4,50;201977;EUR;1,10;
Sunday;28.07.2013;12;21;23;29;38;43;28;JP; ;847266,20;2;EUR;58249,50;118;EUR;1077,00;258;EUR;172,40;43;21;29;12;23;38;4966;EUR;42,20;6835;EUR;14,80;76687;EUR;4,80;258508;EUR;1,10;
Wednesday;31.07.2013;4;6;15;34;35;45;19;2JP; ;1841929,70;1;EUR;136766,20;135;EUR;1105,10;344;EUR;151,80;4;6;45;34;35;15;5789;EUR;42,50;8074;EUR;14,70;92460;EUR;4,70;292543;EUR;1,10;
Sunday;04.08.2013;5;18;23;29;31;32;41;1;EUR;3201230,10;4;EUR;46725,90;175;EUR;1165,10;368;EUR;193,90;32;29;23;5;31;18;7192;EUR;46,70;10709;EUR;15,20;123488;EUR;4,80;367559;EUR;1,10;
Wednesday;07.08.2013;10;20;21;23;26;40;19;JP;;717954,90;3;EUR;32906,20;92;EUR;1170,50;184;EUR;204,80;40;21;26;10;20;23;4561;EUR;38,90;5893;EUR;14,60;72583;EUR;4,30;219478;EUR;1,10;
Sunday;11.08.2013;4;8;17;21;22;32;15;2JP;;1884683,50;2;EUR;80212,50;190;EUR;921,10;409;EUR;149,70;17;22;32;21;8;4;8496;EUR;33,90;10052;EUR;13,90;125497;EUR;4,00;329030;EUR;1,10;
Wednesday;14.08.2013;5;15;17;24;33;42;44;3JP;;3136263,60;5;EUR;34418,40;168;EUR;1117,40;425;EUR;154,60;33;15;5;24;42;17;8103;EUR;38,20;9710;EUR;15,40;124606;EUR;4,40;333020;EUR;1,10;
Sunday;18.08.2013;4;20;24;25;26;28;44;4JP;;4630177,40;7;EUR;29344,70;183;EUR;1224,50;399;EUR;196,50;28;26;20;25;24;4;8975;EUR;41,10;10657;EUR;16,80;140260;EUR;4,60;405329;EUR;1,10;
